,artist,date,id,image,painting
6003,"Franco, Battista",1530,6023,http://nrs.harvard.edu/urn-3:VIT.BB:10593310,Studies of male figures
6004,"Palma, Jacopo, il vecchio",1495,6024,http://nrs.harvard.edu/urn-3:VIT.BB:8748161,Madonna and Child with St. John the Baptist and St. Mary Magdalene
6005,"? Ghirlandaio, Domenico",1490,6025,http://nrs.harvard.edu/urn-3:VIT.BB:4870891,St. Margaret feeds the sacrament to the dragon
6006,Manner of Domenico Veneziano,1920,6026,http://nrs.harvard.edu/urn-3:VIT.BB:4863245,St. John the Baptist before Herod
6007,"Vivarini, Antonio",1415,6027,http://nrs.harvard.edu/urn-3:VIT.BB:8707965,St. Catherine of Alexandria
6008,Liberale da Verona,1501,6028,http://nrs.harvard.edu/urn-3:VIT.BB:10531053,Madonna and Child
6009,Master of the Cappella Medici Polyptych,1315,6029,http://nrs.harvard.edu/urn-3:VIT.BB:4454763,Madonna and Child Enthroned with angels and saints; St. Francis receiving the stigmata; Christ on the Cross
6010,Paolo di Giovanni Fei,1391,6030,http://nrs.harvard.edu/urn-3:VIT.BB:9297256,Group of female saints
6011,Giovanni dal Ponte,1405,6031,http://nrs.harvard.edu/urn-3:VIT.BB:4828263,Annunciation
6012,"Near Viti, Timoteo",1491,6032,http://nrs.harvard.edu/urn-3:VIT.BB:8083930,Madonna and Child
6013,"Copy after Angelico, Fra",1920,6033,http://nrs.harvard.edu/urn-3:VIT.BB:4838750,Christ on the Cross with the Virgin and St. Dominic
6014,"Sustris, Lambert",1534,6034,http://nrs.harvard.edu/urn-3:VIT.BB:10590661,Venus and Cupid
6015,"Carpaccio, Vittore",1500,6035,http://nrs.harvard.edu/urn-3:VIT.BB:8719217,Sketch
6016,Attributed to Giorgione,1490,6036,http://nrs.harvard.edu/urn-3:VIT.BB:8738040,Pastoral scene
6017,"Caroto, Giovanni Francesco",1501,6037,http://nrs.harvard.edu/urn-3:VIT.BB:10531966,Annunciation
6018,"School of Daddi, Bernardo",1301,6038,http://nrs.harvard.edu/urn-3:VIT.BB:4454816,Madonna and Child Enthroned with two saints and donor
6019,"School of Daddi, Bernardo",1326,6039,http://nrs.harvard.edu/urn-3:VIT.BB:4877904,Painted Crucifix
6020,"Formerly attributed to Veronese, Paolo",1548,6040,http://nrs.harvard.edu/urn-3:VIT.BB:10591252,Study of the skirt of a woman seated in a chair
6021,Near Sodoma,1497,6041,http://nrs.harvard.edu/urn-3:VIT.BB:9435924,"Madonna and Child with a goldfinch, two saints and four angels"
6022,"Bassano, Francesco, II",1565,6042,http://nrs.harvard.edu/urn-3:VIT.BB:10590611,Way to Calvary
6023,School of Titian,1510,6043,http://nrs.harvard.edu/urn-3:VIT.BB:10581741,St. Susanna [?]
6024,"Albertinelli, Mariotto",1491,6044,http://nrs.harvard.edu/urn-3:VIT.BB:4895130,Christ on the Cross with the mourning St. Mary Magdalen and scenes from her life
6025,"Crivelli, Vittore",1451,6045,http://nrs.harvard.edu/urn-3:VIT.BB:8708249,St. Lawrence
6026,Follower of Leonardo da Vinci,1501,6046,http://nrs.harvard.edu/urn-3:VIT.BB:4875564,Playing child
6027,Marco d'Oggiono,1487,6047,http://nrs.harvard.edu/urn-3:VIT.BB:10523100,Madonna and Child with a lily
6028,"Lippi, Filippino",1475,6048,http://nrs.harvard.edu/urn-3:VIT.BB:4891544,Infant St. John the Baptist in adoration
6029,"Follower of Bellini, Jacopo",1445,6049,http://nrs.harvard.edu/urn-3:VIT.BB:8707985,St. Jerome in the wilderness
6030,Near Titian,1510,6050,http://nrs.harvard.edu/urn-3:VIT.BB:10581850,Bust of a bearded man holding a book and a quill pen
6031,"Bellini, Giovanni",1500,6051,http://nrs.harvard.edu/urn-3:VIT.BB:8706022,Young lady at her toilet
6032,"Anonymous painter of Verona, 15th century",1401,6052,http://nrs.harvard.edu/urn-3:VIT.BB:10533905,Audience before a ruler
6033,"Anonymous painter of Lombardy, 14th century",1345,6053,http://nrs.harvard.edu/urn-3:VIT.BB:10530761,Entombment of Christ
6034,Near Raphael,1501,6054,http://nrs.harvard.edu/urn-3:VIT.BB:8087345,Portrait of man
6035,Lorenzo di Niccolò,1392,6055,http://nrs.harvard.edu/urn-3:VIT.BB:4828097,St. Lucy; Cherub; Female saint; Cherub
6036,Gerino da Pistoia,1510,6056,http://nrs.harvard.edu/urn-3:VIT.BB:8087834,Pentecost
6037,"Near Campi, Bernardino",1551,6057,http://nrs.harvard.edu/urn-3:VIT.BB:10526412,Minerva (?) and Saturn
6038,"Veronese, Paolo",1548,6058,http://nrs.harvard.edu/urn-3:VIT.BB:10610956,Feast of Herod
6039,"Tintoretto, Jacopo",1540,6059,http://nrs.harvard.edu/urn-3:VIT.BB:10590774,"Madonna and Child Enthroned with St. Joseph, St. Elizabeth, and the Infant St. John"
6040,Bicci di Lorenzo,1400,6060,http://nrs.harvard.edu/urn-3:VIT.BB:4838381,"Madonna and Child Enthroned with St. Anthony, St. John the Baptist, St. Laurence and St. James the Greater"
6041,"Anonymous painter of Venice, 15th century",1495,6061,http://nrs.harvard.edu/urn-3:VIT.BB:10593697,Man seated on a stone step
6042,"Circle of Botticelli, Sandro",1491,6062,http://nrs.harvard.edu/urn-3:VIT.BB:4890610,Madonna and Child with two angels
6043,"Gaddi, Agnolo",1385,6063,http://nrs.harvard.edu/urn-3:VIT.BB:4827937,Madonna and Child Enthroned with six saints and angels
6044,"Gaddi, Agnolo",1369,6064,http://nrs.harvard.edu/urn-3:VIT.BB:4828477,Madonna and Child with four saints; Christ on the Cross with the Virgin and St. John the Evangelist
6045,"Pitati, Bonifazio",1515,6065,http://nrs.harvard.edu/urn-3:VIT.BB:10589953,Holy family with the Infant St. John
6046,"Ferrari, Gaudenzio",1490,6066,http://nrs.harvard.edu/urn-3:VIT.BB:10511567,"Putto seated on grass, playing the flute"
6047,School of Perugino,1491,6067,http://nrs.harvard.edu/urn-3:VIT.BB:8083904,Madonna and Child
6048,"Fiammingo, Paolo",1561,6068,http://nrs.harvard.edu/urn-3:VIT.BB:10593098,Orpheus
6049,"Anonymous painter of Venice, 15th century",1401,6069,http://nrs.harvard.edu/urn-3:VIT.BB:10593619,Madonna and Child; Man of Sorrows
6050,Mariotto di Nardo,1405,6070,http://nrs.harvard.edu/urn-3:VIT.BB:4838433,Crucifixion
6051,"Circle of Alamanno, Pietro",1451,6071,http://nrs.harvard.edu/urn-3:VIT.BB:8706418,St. Mary Magdalene (?)
6052,After Raphael,1501,6072,http://nrs.harvard.edu/urn-3:VIT.BB:8088784,Studies of heads and feet
6053,"Sustris, Lambert",1534,6073,http://nrs.harvard.edu/urn-3:VIT.BB:10590657,Allegorical figure
6054,"Vecellio, Francesco",1495,6074,http://nrs.harvard.edu/urn-3:VIT.BB:10611281,Madonna and Child with St. Anthony of Padua and the Infant St. John
6055,"Bellini, Jacopo",1420,6075,http://nrs.harvard.edu/urn-3:VIT.BB:8707981,St. Anthony Abbot and St. Paul the Hermit in the desert
6056,? Cesare da Sesto,1497,6076,http://nrs.harvard.edu/urn-3:VIT.BB:10523268,St. Christopher
6057,"Ferrari, Gaudenzio",1470,6077,http://nrs.harvard.edu/urn-3:VIT.BB:10511613,Mourning
6058,"Vaga, Perino del",1541,6078,http://nrs.harvard.edu/urn-3:VIT.BB:8095167,Sketch of music making putti
6059,"Bassano, Jacopo, il vecchio",1534,6079,http://nrs.harvard.edu/urn-3:VIT.BB:10590309,Abraham's journey
6060,"Style of Ghirlandaio, Domenico",1920,6080,http://nrs.harvard.edu/urn-3:VIT.BB:4870855,Portrait of a man
6061,"Attributed to Romano, Giulio",1501,6081,http://nrs.harvard.edu/urn-3:VIT.BB:8088878,Moses holding the tablets of the Law
6062,"Near Veronese, Paolo",1548,6082,http://nrs.harvard.edu/urn-3:VIT.BB:10610904,St. Paul
6063,"Bonfigli, Benedetto",1451,6083,http://nrs.harvard.edu/urn-3:VIT.BB:8075590,Madonna and Child with two angels
6064,"Samperi, Placido",1600,6084,http://nrs.harvard.edu/urn-3:VIT.BB:8718033,Madonna and Child Enthroned
6065,"Attributed to Anonymous painter of Umbria, 15th century",1401,6085,http://nrs.harvard.edu/urn-3:VIT.BB:8095107,Madonna and Child Enthroned with a donor; St. Sebastian; St. John the Baptist; St. Catherine of Alexandria; female martyr saint
6066,"? Marconi, Rocco",1504,6086,http://nrs.harvard.edu/urn-3:VIT.BB:8748290,Madonna and Child blessing with  St. John the Baptist and St. James
6067,"Near Palma, Jacopo, il vecchio",1495,6087,http://nrs.harvard.edu/urn-3:VIT.BB:8748055,Holy Family with the Infant St. John
6068,"Luini, Bernardino",1480,6088,http://nrs.harvard.edu/urn-3:VIT.BB:10522291,Head of a woman
6069,"? Pennacchi, Pier Maria",1484,6089,http://nrs.harvard.edu/urn-3:VIT.BB:8735889,Madonna and Child
6070,"Manner of Bachiacca, Francesco Ubertini",1501,6090,http://nrs.harvard.edu/urn-3:VIT.BB:4894306,Christ carrying the Cross
6071,School of Lorenzo Monaco,1400,6091,http://nrs.harvard.edu/urn-3:VIT.BB:4828329,Two saints
6072,"Near Vasari, Giorgio",1541,6092,http://nrs.harvard.edu/urn-3:VIT.BB:4903084,Young man
6073,"Manner of Memmi, Lippo",1960,6093,http://nrs.harvard.edu/urn-3:VIT.BB:9297616,Madonna and Child
6074,"""Tommaso""",1490,6094,http://nrs.harvard.edu/urn-3:VIT.BB:4870815,Virgin adoring the Christ Child with St. Joseph
6075,Cecco di Pietro,1376,6095,http://nrs.harvard.edu/urn-3:VIT.BB:9429409,St. Peter
6076,"Formerly attributed to Ingannati, Pietro degli",1529,6096,http://nrs.harvard.edu/urn-3:VIT.BB:8735959,Circumcision
6077,"Veronese, Paolo",1548,6097,http://nrs.harvard.edu/urn-3:VIT.BB:10591354,Madonna and Child with St. Anne and angels
6078,Pseudo Pier Francesco Fiorentino,1451,6098,http://nrs.harvard.edu/urn-3:VIT.BB:4863597,Adoration of the Child with a pomegranate
6079,"Anonymous painter of Venice, 16th century",1515,6099,http://nrs.harvard.edu/urn-3:VIT.BB:10593693,Presentation of the Virgin
6080,? Niccolò di Pietro Gerini,1368,6100,http://nrs.harvard.edu/urn-3:VIT.BB:4828033,Angel of Annunciation
6081,"Near Bronzino, Agnolo",1501,6101,http://nrs.harvard.edu/urn-3:VIT.BB:4901314,Neptune and Amphytrite (?)
6082,Sano di Pietro,1441,6102,http://nrs.harvard.edu/urn-3:VIT.BB:9429629,Madonna and Child
6083,"Panetti, Domenico",1480,6103,http://nrs.harvard.edu/urn-3:VIT.BB:10541688,St. Anthony Abbott and St. Stephen [?]
6084,"Venusti, Marcello",1541,6104,http://nrs.harvard.edu/urn-3:VIT.BB:4894251,Christ and the Samaritan woman
6085,"Bassano, Gerolamo",1580,6105,http://nrs.harvard.edu/urn-3:VIT.BB:10590631,Autumn
6086,Near Padovanino,1610,6106,http://nrs.harvard.edu/urn-3:VIT.BB:10593352,Head of a woman
6087,"Morone, Francesco",1501,6107,http://nrs.harvard.edu/urn-3:VIT.BB:10532258,St. John the Baptist
6088,Jacopo di Cione,1351,6108,http://nrs.harvard.edu/urn-3:VIT.BB:4626928,Madonna and Child Enthroned with a goldfinch and two angels
6089,"Aspertini, Amico",1492,6109,http://nrs.harvard.edu/urn-3:VIT.BB:10582786,Couple meeting in an exterior scene
6090,"Pitati, Bonifazio",1515,6110,http://nrs.harvard.edu/urn-3:VIT.BB:10590007,Christ in glory with two saints
6091,Jacobello del Fiore,1394,6111,http://nrs.harvard.edu/urn-3:VIT.BB:8707885,Bishop Saint
6092,"Near Tintoretto, Jacopo",1537,6112,http://nrs.harvard.edu/urn-3:VIT.BB:10592526,Diana and her nymphs bathing
6093,Nardo di Cione,1340,6113,http://nrs.harvard.edu/urn-3:VIT.BB:4626859,Christ Blessing; St. John the Baptist; St. Peter
6094,"Anonymous painter of Venice, 15th century",1401,6114,http://nrs.harvard.edu/urn-3:VIT.BB:10593691,Bacchus playing pipes
6095,"School of Gozzoli, Benozzo",1476,6115,http://nrs.harvard.edu/urn-3:VIT.BB:4870499,Building of the tower of Babel
6096,Circle of Master of San Miniato,1460,6116,http://nrs.harvard.edu/urn-3:VIT.BB:4876612,Madonna and Child
6097,"Anonymous painter of Tuscany, 15th century",1401,6117,http://nrs.harvard.edu/urn-3:VIT.BB:4903919,St. John the Evangelist in Patmos
6098,"Fungai, Bernardino",1480,6118,http://nrs.harvard.edu/urn-3:VIT.BB:9436188,Madonna and Child blessing with a goldfinch
6099,"After Romano, Giulio",1501,6119,http://nrs.harvard.edu/urn-3:VIT.BB:8088860,Psyche taking water from the River Styx
6100,"Circle of Mainardi, Bastiano",1491,6120,http://nrs.harvard.edu/urn-3:VIT.BB:4875663,Madonna and Child with St. John the Baptist and an angel
6101,Studio of Matteo di Giovanni,1450,6121,http://nrs.harvard.edu/urn-3:VIT.BB:9431319,Madonna and Child
6102,"? Zucchi, Jacopo",1551,6122,http://nrs.harvard.edu/urn-3:VIT.BB:4903267,Coral fishers
6103,"Bordone, Paris",1518,6123,http://nrs.harvard.edu/urn-3:VIT.BB:10591515,Bust of a man wearing a hat
6104,"Near Sellaio, Jacopo del",1470,6124,http://nrs.harvard.edu/urn-3:VIT.BB:10728228,Madonna and Child with St. John the Baptist and an angel
6105,? Giovanni di Paolo,1423,6125,http://nrs.harvard.edu/urn-3:VIT.BB:9431265,Christ on the Cross
6106,Mariotto di Nardo,1400,6126,http://nrs.harvard.edu/urn-3:VIT.BB:4838347,Angel of Annunciation
6107,Giovanni del Biondo,1356,6127,http://nrs.harvard.edu/urn-3:VIT.BB:4627099,Madonna and Child Enthroned with four angels and a seraph; Holy Spirit
6108,"Copy after Bellini, Giovanni",1451,6128,http://nrs.harvard.edu/urn-3:VIT.BB:8706345,Madonna and Child
6109,"Anonymous painter of Verona, 15th century",1401,6129,http://nrs.harvard.edu/urn-3:VIT.BB:10533925,Coronation of the Virgin with God the Father and music-making angels; Annunciation with Holy Spirit
6110,"Anonymous painter of Lombardy, 16th century",1501,6130,http://nrs.harvard.edu/urn-3:VIT.BB:10530769,Deposition of St. Apollonia by angels
6111,Panciato d'Antonello da Calvi,1451,6131,http://nrs.harvard.edu/urn-3:VIT.BB:8075810,Prophet Daniel
6112,"Attributed to Anonymous painter of Viterbo, 15th century",1401,6132,http://nrs.harvard.edu/urn-3:VIT.BB:8083952,Blessing Redeemer
6113,Santi di Tito,1576,6133,http://nrs.harvard.edu/urn-3:VIT.BB:4904950,Personification of Natural Law
6114,"School of Angelico, Fra",1441,6134,http://nrs.harvard.edu/urn-3:VIT.BB:4838862,Christ on the Cross with St. Francis and St. Jerome
6115,"Anonymous painter of Bologna, 14th century",1400,6135,http://nrs.harvard.edu/urn-3:VIT.BB:10579796,Scene from Legend of St. Benedict [?]
6116,? Domenico di Bartolo,1420,6136,http://nrs.harvard.edu/urn-3:VIT.BB:9431371,Madonna and Child Enthroned with two angels
6117,"School of Abate, Nicolò dell'",1537,6137,http://nrs.harvard.edu/urn-3:VIT.BB:10541766,Scene from Orlando Furioso
6118,Giovanni del Biondo,1356,6138,http://nrs.harvard.edu/urn-3:VIT.BB:4627077,Angel of Annunciation
6119,After Raphael,1501,6139,http://nrs.harvard.edu/urn-3:VIT.BB:8088596,Holy Family
6120,"Mansueti, Giovanni di Niccolò",1485,6140,http://nrs.harvard.edu/urn-3:VIT.BB:8718933,Healing of Naaman in the Jordan
6121,"Zoppo, Marco",1452,6141,http://nrs.harvard.edu/urn-3:VIT.BB:10533683,Pietà
6122,"Workshop of Malatesta, Leonardo di Francesco di Lazzaro",1520,6142,http://nrs.harvard.edu/urn-3:VIT.BB:4895471,Holy Family with St. Elizabeth and the Infant St. John the Baptist
6123,"Salviati, Francesco",1541,6143,http://nrs.harvard.edu/urn-3:VIT.BB:4903197,Procession of trophy bearers
6124,"Near Foschi, Pier Francesco",1541,6144,http://nrs.harvard.edu/urn-3:VIT.BB:4901234,Christ bearing the Cross
6125,"Ferrari, Gaudenzio",1490,6145,http://nrs.harvard.edu/urn-3:VIT.BB:10511645,Allegorical figure
6126,"Savoldo, Giovanni Girolamo",1500,6146,http://nrs.harvard.edu/urn-3:VIT.BB:8747032,Bearded man with large hat in hand
6127,"Catena, Vincenzo di Biagio",1490,6147,http://nrs.harvard.edu/urn-3:VIT.BB:8735820,Madonna adoring the Sleeping Child
6128,"Bedoli, Girolamo Mazzola",1525,6148,http://nrs.harvard.edu/urn-3:VIT.BB:10580190,Bust of Sebastiano del Piombo [?]
6129,Near Deodato Orlandi,1251,6149,http://nrs.harvard.edu/urn-3:VIT.BB:9295265,Madonna and Child; St. Paul; St. Peter
6130,Near Bartolo di Fredi,1351,6150,http://nrs.harvard.edu/urn-3:VIT.BB:9297452,Head of the Virgin or a female saint
6131,"Anonymous painter of Venice, 16th century",1501,6151,http://nrs.harvard.edu/urn-3:VIT.BB:10593739,Descent of the Holy Spirit
6132,"Copy after Sarto, Andrea del",1541,6152,http://nrs.harvard.edu/urn-3:VIT.BB:4895398,Madonna and Child with the Infant St. John the Baptist
6133,Copy after Antonello da Messina,1476,6153,http://nrs.harvard.edu/urn-3:VIT.BB:8717983,Madonna and Child Enthroned
6134,"Anonymous painter of North Italy, 16th century",1541,6154,http://nrs.harvard.edu/urn-3:VIT.BB:10536338,Young gentleman in armor
6135,"? Vasari, Giorgio",1501,6155,http://nrs.harvard.edu/urn-3:VIT.BB:4903042,Lorenzo il Magnifico
6136,"Beccafumi, Domenico",1506,6156,http://nrs.harvard.edu/urn-3:VIT.BB:9450679,A shivering male nude
6137,Near Perugino,1491,6157,http://nrs.harvard.edu/urn-3:VIT.BB:8087579,Madonna and Child
6138,Follower of Jacobello del Fiore,1394,6158,http://nrs.harvard.edu/urn-3:VIT.BB:8707899,Man of Sorrows
6139,"Veronese, Paolo",1548,6159,http://nrs.harvard.edu/urn-3:VIT.BB:10718048,St. John the Baptist preaching
6140,Cecchino da Verona,1441,6160,http://nrs.harvard.edu/urn-3:VIT.BB:10531021,Painted Cross with the symbols of the four evangelists
6141,Giovanni del Biondo,1365,6161,http://nrs.harvard.edu/urn-3:VIT.BB:4627333,St. Julian; Angel of the Annunciation
6142,Near Sebastiano del Piombo,1500,6162,http://nrs.harvard.edu/urn-3:VIT.BB:8738403,Bust of a man
6143,? Lorenzo d'Alessandro da San Severino,1401,6163,http://nrs.harvard.edu/urn-3:VIT.BB:8075412,Virgin adoring the Christ Child with St. John the Baptist and St. Francis
6144,Garofalo (Benvenuto Tisi),1500,6164,http://nrs.harvard.edu/urn-3:VIT.BB:10586436,St. Christopher
6145,"School of Tintoretto, Jacopo",1537,6165,http://nrs.harvard.edu/urn-3:VIT.BB:10592812,Procurator of San Marco with his son
6146,"Circle of Lotto, Lorenzo",1542,6166,http://nrs.harvard.edu/urn-3:VIT.BB:8747050,Man with gloves
6147,"Aspertini, Amico",1492,6167,http://nrs.harvard.edu/urn-3:VIT.BB:10583294,Woman holding a piece of fruit in front of a landscape
6148,Near Raphael,1501,6168,http://nrs.harvard.edu/urn-3:VIT.BB:8088790,Architecture study
6149,"Venusti, Marcello",1546,6169,http://nrs.harvard.edu/urn-3:VIT.BB:4894219,Pietà with two angels
6150,Girolamo di Benvenuto,1490,6170,http://nrs.harvard.edu/urn-3:VIT.BB:9434950,Vision of Pope Liberius
6151,Near Titian,1510,6171,http://nrs.harvard.edu/urn-3:VIT.BB:10582163,Poet holding a crown of laurel
6152,Ugolino da Siena,1317,6172,http://nrs.harvard.edu/urn-3:VIT.BB:9295406,"Christ on the Cross with the Virgin, Holy Women, St. John the Evangelist and soldiers"
6153,"Follower of Lorenzetti, Ambrogio",1301,6173,http://nrs.harvard.edu/urn-3:VIT.BB:9295612,Bust of a saint
6154,"Tosini, Michele",1541,6174,http://nrs.harvard.edu/urn-3:VIT.BB:4894548,Man with a posy
6155,"Workshop of Pesellino, Francesco",1441,6175,http://nrs.harvard.edu/urn-3:VIT.BB:4863525,Allegory of Astronomy
6156,"Fungai, Bernardino",1480,6176,http://nrs.harvard.edu/urn-3:VIT.BB:9436139,Man of Sorrows with two angels
6157,"Follower of Vivarini, Antonio",1435,6177,http://nrs.harvard.edu/urn-3:VIT.BB:8708041,Journey of Mary and Joseph to Betlehem; Nativity of Christ and Announcement to the shepherds
6158,Titian,1510,6178,http://nrs.harvard.edu/urn-3:VIT.BB:10611211,Landscape with village and church
6159,Near Raphael,1920,6179,http://nrs.harvard.edu/urn-3:VIT.BB:8088701,Madonna and Child
6160,"Veronese, Paolo",1548,6180,http://nrs.harvard.edu/urn-3:VIT.BB:10591224,Venus disarming Cupid
6161,"Anonymous painter of Venice, 16th century",1525,6181,http://nrs.harvard.edu/urn-3:VIT.BB:10593913,Bust of a man
6162,"Anonymous painter of Liguria, 15th century",1475,6182,http://nrs.harvard.edu/urn-3:VIT.BB:10511699,Circumcision
6163,"Carrari, Baldassare di Matteo",1480,6183,http://nrs.harvard.edu/urn-3:VIT.BB:8719081,Adoration of the Magi
6164,After Titian,1538,6184,http://nrs.harvard.edu/urn-3:VIT.BB:10611159,Reclining Venus
6165,"Attributed to Schiavo, Paolo",1441,6185,http://nrs.harvard.edu/urn-3:VIT.BB:4838911,Trinity with St. John the Baptist and St. Jerome with a donor
6166,Near Andrea di Bartolo,1391,6186,http://nrs.harvard.edu/urn-3:VIT.BB:9429281,Deposition from the Cross; Christ in the Tomb with symbols of the Passion; Saint; Angel of Annunciation; Saint; Virgin Annunciate
6167,"Circle of Savoldo, Giovanni Girolamo",1500,6187,http://nrs.harvard.edu/urn-3:VIT.BB:8746891,Couple
6168,"Santacroce, Girolamo da",1500,6188,http://nrs.harvard.edu/urn-3:VIT.BB:8735641,Christ in Glory
6169,School of Titian,1526,6189,http://nrs.harvard.edu/urn-3:VIT.BB:10581811,Bust of a man
6170,"Moroni, Giovanni Battista",1551,6190,http://nrs.harvard.edu/urn-3:VIT.BB:10526012,Bust of a gentleman holding a book
6171,Taddeo di Bartolo,1391,6191,http://nrs.harvard.edu/urn-3:VIT.BB:9429576,St. Agnes
6172,"? Anonymous painter of Marche, 15th century",1401,6192,http://nrs.harvard.edu/urn-3:VIT.BB:8095321,Christ on the Cross with the Virgin and St. John the Evangelist
6173,"Copy after Sarto, Andrea del",1515,6193,http://nrs.harvard.edu/urn-3:VIT.BB:4895287,Bust of a young man
6174,"Anonymous painter of Emilia, 16th century",1501,6194,http://nrs.harvard.edu/urn-3:VIT.BB:10580066,Madonna and Child with the Infant St. John
6175,Near Cola dell'Amatrice,1501,6195,http://nrs.harvard.edu/urn-3:VIT.BB:8075571,Meeting of Joachim and Anne at the Golden Gate
6176,"Anonymous painter of Lombardy, 14th century",1301,6196,http://nrs.harvard.edu/urn-3:VIT.BB:10531277,Selling of Joseph
6177,Near Girolamo dai Libri,1501,6197,http://nrs.harvard.edu/urn-3:VIT.BB:10531191,St. Peter
6178,"School of Credi, Lorenzo di",1490,6198,http://nrs.harvard.edu/urn-3:VIT.BB:4870761,Madonna and Child with a goldfinch and two cherubs
6179,Near Raphael,1501,6199,http://nrs.harvard.edu/urn-3:VIT.BB:8088782,Angel holding a chalice
6180,"Anonymous painter of Emilia, 16th century",1501,6200,http://nrs.harvard.edu/urn-3:VIT.BB:10580006,Nativity and Adoration of the shepherds
6181,Cenni di Francesco di Ser Cenni,1405,6201,http://nrs.harvard.edu/urn-3:VIT.BB:4827987,Madonna and Child Enthroned with two saints and two angels
6182,"Manner of Botticelli, Sandro",1491,6202,http://nrs.harvard.edu/urn-3:VIT.BB:4890413,Holy Family
6183,"Near Angelico, Fra",1451,6203,http://nrs.harvard.edu/urn-3:VIT.BB:4838931,Adoring Virgin
6184,"Tintoretto, Jacopo",1537,6204,http://nrs.harvard.edu/urn-3:VIT.BB:10592928,Jacopo Sansovino
6185,"Veronese, Paolo",1548,6205,http://nrs.harvard.edu/urn-3:VIT.BB:10610954,Crowd watching a miracle
6186,"Santacroce, Girolamo da",1500,6206,http://nrs.harvard.edu/urn-3:VIT.BB:8735618,St. Agnes
6187,"Anonymous painter of Venice, 16th century",1501,6207,http://nrs.harvard.edu/urn-3:VIT.BB:10593893,Bust of a prelate
6188,After Parmigianino,1524,6208,http://nrs.harvard.edu/urn-3:VIT.BB:10586750,Holy Family with the Infant St. John
6189,"Workshop of Verrocchio, Andrea del",1476,6209,http://nrs.harvard.edu/urn-3:VIT.BB:4875394,Three studies of the Christ Child
6190,"Anonymous painter of Tuscany, 14th century",1341,6210,http://nrs.harvard.edu/urn-3:VIT.BB:4903999,"Christ on Cross with the Virgin Mary, St. John the Evangelist and St. Mary Magdalene; Blessing Redeemer (in roundel)"
6191,Attributed to Master of the Castello Nativity,1441,6211,http://nrs.harvard.edu/urn-3:VIT.BB:4863700,Madonna and Child with daisies
6192,"Near Piazza, Alberto",1495,6212,http://nrs.harvard.edu/urn-3:VIT.BB:10521937,Madonna and Child holding a cross
6193,"Anonymous painter of Venice, 16th century",1501,6213,http://nrs.harvard.edu/urn-3:VIT.BB:10593789,Madonna and Child with two angels
6194,"? Anonymous painter of Florence, 16th century",1501,6214,http://nrs.harvard.edu/urn-3:VIT.BB:4904027,Rape of the Sabines (?)
6195,"Anonymous painter of Rome, 16th century",1541,6215,http://nrs.harvard.edu/urn-3:VIT.BB:8095414,Hercules with the defeated Hydra at his feet
6196,Girolamo del Pacchia,1497,6216,http://nrs.harvard.edu/urn-3:VIT.BB:9435971,Madonna and Child
6197,"Bassano, Gerolamo",1580,6217,http://nrs.harvard.edu/urn-3:VIT.BB:10590625,Annunciation to the shepherds
6198,Follower of Titian,1542,6218,http://nrs.harvard.edu/urn-3:VIT.BB:10582213,"Clarissa, the daughter of Roberto Strozzi at the age of two"
6199,"Caporali, Bartolomeo",1451,6219,http://nrs.harvard.edu/urn-3:VIT.BB:8075540,Christ carrying the Cross
6200,"Anonymous painter of Venice, 16th century",1501,6220,http://nrs.harvard.edu/urn-3:VIT.BB:10593787,Madonna and Child with the Infant St. John
6201,"After Romano, Giulio",1920,6221,http://nrs.harvard.edu/urn-3:VIT.BB:8094975,"Two lovers: illustration for ""Aretino's Postures"", sonnet n° 9"
6202,Circle of Antonello da Messina,1451,6222,http://nrs.harvard.edu/urn-3:VIT.BB:8717987,Bust of a young man
6203,"Catena, Vincenzo di Biagio",1490,6223,http://nrs.harvard.edu/urn-3:VIT.BB:8735790,"Madonna and Child with St. Zachary, the Infant St. John and a female saint"
6204,"? Girolamo da Treviso, the younger",1515,6224,http://nrs.harvard.edu/urn-3:VIT.BB:8748129,Mythological scene
6205,"Pitati, Bonifazio",1515,6225,http://nrs.harvard.edu/urn-3:VIT.BB:10589839,Perseus liberating Andromeda
6206,"? Anonymous painter of Umbria, 14th century",1301,6226,http://nrs.harvard.edu/urn-3:VIT.BB:8095025,Franciscan saint
6207,"Attributed to Torni, Jacopo",1491,6227,http://nrs.harvard.edu/urn-3:VIT.BB:4894418,Hercules and the Nemean Lion
6208,Near Bernardino de' Conti,1494,6228,http://nrs.harvard.edu/urn-3:VIT.BB:10521887,Madonna and Child
6209,Andrea di Bartolo,1401,6229,http://nrs.harvard.edu/urn-3:VIT.BB:9429200,Scenes from the Passion of Christ
6210,"Bassano, Francesco, II",1565,6230,http://nrs.harvard.edu/urn-3:VIT.BB:10590587,Calling of Abraham
6211,Andrea dei Bruni,1368,6231,http://nrs.harvard.edu/urn-3:VIT.BB:10542103,Crucifixion
6212,"Ferrari, Defendente",1500,6232,http://nrs.harvard.edu/urn-3:VIT.BB:10511484,Madonna and Child with two saints
6213,"Schiavone, Andrea",1538,6233,http://nrs.harvard.edu/urn-3:VIT.BB:10590029,Venus and attendants
6214,Francesco da Volterra,1361,6234,http://nrs.harvard.edu/urn-3:VIT.BB:9429481,Madonna and Child
